tau1,tau2,rmse,ratio_small,ratio_lm,ratio_fusion,est_cost,rmse_norm,cost_norm,score
0.8,-0.16,14.443314552307129,0.3130959949141767,0.6869040050858233,0.03591862682771774,10.987584233947869,0.8459441264098899,0.8763179237631792,0.8611310250865345
0.8,-0.14,14.452320098876953,0.3130959949141767,0.6869040050858233,0.034329307056579786,10.987584233947869,0.8596747856356628,0.8763179237631792,0.8679963546994209
0.8,-0.12,14.467277526855469,0.3130959949141767,0.6869040050858233,0.03146853146853147,10.987584233947869,0.8824802139208499,0.8763179237631792,0.8793990688420146
0.8,-0.1,14.471301078796387,0.3130959949141767,0.6869040050858233,0.029243483788938335,10.987584233947869,0.8886148799457928,0.8763179237631792,0.882466401854486
0.8,-0.08,14.48351001739502,0.3130959949141767,0.6869040050858233,0.028289891926255563,10.987584233947869,0.9072297162698788,0.8763179237631792,0.891773820016529
0.8,-0.06,14.476127624511719,0.3130959949141767,0.6869040050858233,0.02670057215511761,10.987584233947869,0.8959738618733196,0.8763179237631792,0.8861458928182494
0.8,-0.04,14.475869178771973,0.3130959949141767,0.6869040050858233,0.026382708200890018,10.987584233947869,0.8955798124557421,0.8763179237631792,0.8859488681094607
0.8,-0.02,14.484719276428223,0.3130959949141767,0.6869040050858233,0.02542911633820725,10.987584233947869,0.9090734604082119,0.8763179237631792,0.8926956920856955
0.8,0.0,14.50290298461914,0.3130959949141767,0.6869040050858233,0.024793388429752067,10.987584233947869,0.9367979631571065,0.8763179237631792,0.9065579434601428
0.8,0.02,14.50700569152832,0.3130959949141767,0.6869040050858233,0.023521932612841703,10.987584233947869,0.9430533159040381,0.8763179237631792,0.9096856198336086
0.8,0.04,14.51272964477539,0.3130959949141767,0.6869040050858233,0.023204068658614112,10.987584233947869,0.9517805653664005,0.8763179237631792,0.9140492445647899
0.8,0.06,14.51797866821289,0.3130959949141767,0.6869040050858233,0.02225047679593134,10.987584233947869,0.9597836944968309,0.8763179237631792,0.918050809130005
0.8,0.08,14.518325805664062,0.3130959949141767,0.6869040050858233,0.021932612841703752,10.987584233947869,0.9603129712053113,0.8763179237631792,0.9183154474842452
0.8,0.1,14.528904914855957,0.3130959949141767,0.6869040050858233,0.02066115702479339,10.987584233947869,0.9764428243019436,0.8763179237631792,0.9263803740325613
0.8,0.12,14.540814399719238,0.3130959949141767,0.6869040050858233,0.019707565162110616,10.987584233947869,0.9946010867621207,0.8763179237631792,0.93545950526265
0.8,0.14,14.5433988571167,0.3130959949141767,0.6869040050858233,0.019071837253655435,10.987584233947869,0.9985415809378958,0.8763179237631792,0.9374297523505375
0.8,0.16,14.538444519042969,0.3130959949141767,0.6869040050858233,0.018436109345200253,10.987584233947869,0.9909877553869173,0.8763179237631792,0.9336528395750483
0.8,0.18,14.539205551147461,0.3130959949141767,0.6869040050858233,0.017800381436745075,10.987584233947869,0.9921480927862784,0.8763179237631792,0.9342330082747288
0.8,0.2,14.539205551147461,0.3130959949141767,0.6869040050858233,0.017800381436745075,10.987584233947869,0.9921480927862784,0.8763179237631792,0.9342330082747288
0.85,-0.2,14.351086616516113,0.26414494596312776,0.7358550540368722,0.0912269548633185,11.699332485696122,0.7053251925534838,0.9387672343876724,0.8220462134705782
0.85,-0.18,14.352705001831055,0.26414494596312776,0.7358550540368722,0.0775588048315321,11.699332485696122,0.7077927270982405,0.9387672343876724,0.8232799807429565
0.85,-0.16,14.371088027954102,0.26414494596312776,0.7358550540368722,0.05721551176096631,11.699332485696122,0.7358211277374439,0.9387672343876724,0.8372941810625582
0.85,-0.14,14.381797790527344,0.26414494596312776,0.7358550540368722,0.04609027336300064,11.699332485696122,0.752150186628202,0.9387672343876724,0.8454587105079372
0.85,-0.12,14.398406982421875,0.26414494596312776,0.7358550540368722,0.04291163382072473,11.699332485696122,0.7774740414493457,0.9387672343876724,0.8581206379185091
0.85,-0.1,14.402606964111328,0.26414494596312776,0.7358550540368722,0.040050858232676415,11.699332485696122,0.7838777079992032,0.9387672343876724,0.8613224711934377
0.85,-0.08,14.414873123168945,0.26414494596312776,0.7358550540368722,0.039097266369993645,11.699332485696122,0.802579787736775,0.9387672343876724,0.8706735110622237
0.85,-0.06,14.408681869506836,0.26414494596312776,0.7358550540368722,0.036872218690400506,11.699332485696122,0.7931400503976118,0.9387672343876724,0.8659536423926422
0.85,-0.04,14.410221099853516,0.26414494596312776,0.7358550540368722,0.036236490781945324,11.699332485696122,0.7954868982203798,0.9387672343876724,0.867127066304026
0.85,-0.02,14.419112205505371,0.26414494596312776,0.7358550540368722,0.035282898919262555,11.699332485696122,0.809043070619181,0.9387672343876724,0.8739051525034267
0.85,0.0,14.437336921691895,0.26414494596312776,0.7358550540368722,0.034329307056579786,11.699332485696122,0.8368300978144071,0.9387672343876724,0.8877986661010397
0.85,0.02,14.441251754760742,0.26414494596312776,0.7358550540368722,0.03273998728544183,11.699332485696122,0.842799001353727,0.9387672343876724,0.8907831178706997
0.85,0.04,14.447002410888672,0.26414494596312776,0.7358550540368722,0.03242212333121424,11.699332485696122,0.8515669644090494,0.9387672343876724,0.8951670993983609
0.85,0.06,14.452768325805664,0.26414494596312776,0.7358550540368722,0.031150667514303877,11.699332485696122,0.8603581923746348,0.9387672343876724,0.8995627133811537
0.85,0.08,14.453118324279785,0.26414494596312776,0.7358550540368722,0.030832803560076286,11.699332485696122,0.8608918312537897,0.9387672343876724,0.8998295328207311
0.85,0.1,14.463743209838867,0.26414494596312776,0.7358550540368722,0.029561347743165926,11.699332485696122,0.8770914790812105,0.9387672343876724,0.9079293567344415
0.85,0.12,14.475707054138184,0.26414494596312776,0.7358550540368722,0.028607755880483154,11.699332485696122,0.895332622784199,0.9387672343876724,0.9170499285859357
0.85,0.14,14.478816032409668,0.26414494596312776,0.7358550540368722,0.02733630006357279,11.699332485696122,0.9000728482502607,0.9387672343876724,0.9194200413189666
0.85,0.16,14.475138664245605,0.26414494596312776,0.7358550540368722,0.026382708200890018,11.699332485696122,0.8944660048769069,0.9387672343876724,0.9166166196322896
0.85,0.18,14.475903511047363,0.26414494596312776,0.7358550540368722,0.02574698029243484,11.699332485696122,0.8956321585038336,0.9387672343876724,0.9171996964457529
0.85,0.2,14.475903511047363,0.26414494596312776,0.7358550540368722,0.02574698029243484,11.699332485696122,0.8956321585038336,0.9387672343876724,0.9171996964457529
0.9,-0.2,14.328680038452148,0.2161474888747616,0.7838525111252383,0.13922441195168467,12.397215511760965,0.6711621258893375,1.0,0.8355810629446687
0.9,-0.18,14.330301284790039,0.2161474888747616,0.7838525111252383,0.12555626191989827,12.397215511760965,0.6736340226047685,1.0,0.8368170113023843
0.9,-0.16,14.348711967468262,0.2161474888747616,0.7838525111252383,0.10521296884933248,12.397215511760965,0.7017045908938233,1.0,0.8508522954469117
0.9,-0.14,14.360517501831055,0.2161474888747616,0.7838525111252383,0.08709472345835982,12.397215511760965,0.7197043611528344,1.0,0.8598521805764172
0.9,-0.12,14.386900901794434,0.2161474888747616,0.7838525111252383,0.07056579783852511,12.397215511760965,0.7599308450542436,1.0,0.8799654225271218
0.9,-0.1,14.406805038452148,0.2161474888747616,0.7838525111252383,0.050222504767959315,12.397215511760965,0.7902784664352778,1.0,0.8951392332176389
0.9,-0.08,14.419305801391602,0.2161474888747616,0.7838525111252383,0.04831532104259377,12.397215511760965,0.8093382441681414,1.0,0.9046691220840707
0.9,-0.06,14.41221809387207,0.2161474888747616,0.7838525111252383,0.04513668150031786,12.397215511760965,0.798531693351034,1.0,0.899265846675517
0.9,-0.04,14.413758277893066,0.2161474888747616,0.7838525111252383,0.04450095359186268,12.397215511760965,0.8008799952306934,1.0,0.9004399976153468
0.9,-0.02,14.422645568847656,0.2161474888747616,0.7838525111252383,0.04354736172917991,12.397215511760965,0.814430351401929,1.0,0.9072151757009645
0.9,0.0,14.440394401550293,0.2161474888747616,0.7838525111252383,0.04227590591226955,12.397215511760965,0.8414918042083315,1.0,0.9207459021041657
0.9,0.02,14.445147514343262,0.2161474888747616,0.7838525111252383,0.040368722186904,12.397215511760965,0.8487388237552183,1.0,0.9243694118776091
0.9,0.04,14.450896263122559,0.2161474888747616,0.7838525111252383,0.040050858232676415,12.397215511760965,0.8575038786967579,1.0,0.928751939348379
0.9,0.06,14.456661224365234,0.2161474888747616,0.7838525111252383,0.03877940241576605,12.397215511760965,0.8662936526054519,1.0,0.9331468263027259
0.9,0.08,14.457306861877441,0.2161474888747616,0.7838525111252383,0.03814367450731087,12.397215511760965,0.8672780491209499,1.0,0.9336390245604749
0.9,0.1,14.46792984008789,0.2161474888747616,0.7838525111252383,0.036872218690400506,12.397215511760965,0.883474788834588,1.0,0.941737394417294
0.9,0.12,14.479888916015625,0.2161474888747616,0.7838525111252383,0.03591862682771774,12.397215511760965,0.9017086622531193,1.0,0.9508543311265596
0.9,0.14,14.48299503326416,0.2161474888747616,0.7838525111252383,0.034329307056579786,12.397215511760965,0.9064445255485066,1.0,0.9532222627742533
0.9,0.16,14.479206085205078,0.2161474888747616,0.7838525111252383,0.03305785123966942,12.397215511760965,0.9006675575188555,1.0,0.9503337787594277
0.9,0.18,14.479970932006836,0.2161474888747616,0.7838525111252383,0.03242212333121424,12.397215511760965,0.9018337111457823,1.0,0.9509168555728911
0.9,0.2,14.479970932006836,0.2161474888747616,0.7838525111252383,0.03242212333121424,12.397215511760965,0.9018337111457823,1.0,0.9509168555728911
